content	label
一个罪犯的妻子要求狱吏能给她丈夫一份稍微轻松些的工作。 他抱怨说他近来一直觉得很劳累。她解释道。 但是，他白天什么活也没干啊。狱吏回答道。 这我不知道，单他对我说他连续几个晚上都在掘一个墙洞呢。	3
有一个小孩坐在一个门口玩耍，一个中年男子问他：“你爸爸在家吗？” 小孩答曰：“在家。” 中年男子便去按门铃，按了很久，无人开门。于是男子生气地问：“为啥不开门？” 小男孩答：“我哪知道，这又不是我家！”	3
某领导开会会上有一次说到，我看到如火如茶的工地上到处是我们的同志们忙碌的身影。 秘书小声说：是“荼（tu二声）”！ 领导：哦，让我们来看一下示图。 秘书小声说：不是“茶”！ 领导：哦哦，下回我就不视察了！ 秘书晕倒。	1
某酒店，一房间客人打电话给服务员MM：服务员，给我送盒杰士邦。 后来，那个服务员MM拿了一盒鸡翅膀送过来了。	1
一到周末，就爱呆在家里上网， 今天决定拔掉网线，关上电脑，出门去阳光里走走， 天黑了约几个好久不见的朋友找个 地方喝点酒、聊聊天，随便做些什么。 一天下来，你就会发现，还是上网有意思！	3
老婆坐在沙发上看着电视， 老公凑过来问我“宝贝，你说你有多疼我？” 老婆想了想，站起身来，一拳把老公砸趴在地上， 再狠狠的揪起他的头发，一边啪啪啪的甩着他的耳光一边说道：“这么疼。”	2
“听说你和女朋友分手了?” “是的。” “为什么呢?” “我把他放到一张铺满玫瑰的床上……” “那不是挺浪漫的吗?!” “可我忘把刺去掉了!”	3
“打劫（大姐）！”随着一句不太标准的普通话， 飞机上沸腾起来。吃饭的、聊天的、睡觉的，都像听见冲锋号一样， 兴奋地望向声音的源头。 一个平头小伙刚举起半杯透明液体，就被众人压在了身下。 半小时后，小伙从昏迷中醒来， 看着眼前一脸严肃的女乘务长， 终于哭着说完了那句话：大姐，加杯水！	1
课堂上，老师：“最后一排戴眼镜的男生起来回答问题。” 只见该同学在我们崇拜的目光中默默地把眼镜摘了下来，稳坐不动……	3
早上坐公交碰到一个捣蛋的小萝莉在一个站牌，上来一个手机电子书迷头都不抬，刚上车头也不抬准备投币，只见小萝莉用标准的普通话说：“尊敬的乘客您好，上车请您投币，投币后请您下车”。 只见“手机哥”投完钱后转身下车走了…… 车中只剩下凌乱的司机跟众人。	3
公交上，辣妈将儿子抱在腿上， 儿子背对着辣妈，一路上很安静。 过了很久，儿子突然转过头来大声问：“妈妈，我能问你一个问题吗？” 辣妈：“问呗。” 儿子说：“你把手一直放在我的JJ上干什么？我忍了很久了！	3
早上游完泳把表侄儿送回家，撞见表哥指着表嫂的鼻子咆哮：老子才不管你做家务多累，才不管你是不是给我生了个儿子，‍只要你让我不爽了，老子照样扇你！ 说着举起扇子，勤勤恳恳地给表嫂扇起来。	3
这是一个很经典的外国笑话。 一个富裕的地主赶路回家，路上他碰到了在他外出期间替他料理财产的管家。 啊，管家，正在返家的地主高兴的招呼说：老伙计，你好吗？家里情况怎么样？ 不妙呀，先生，管家说：喜鹊死了。 哎呀，可怜的喜鹊，地主说，他终与去了吗，恩？他是怎么死的呀？ 它吃的过饱死的，先生。 它是撑死的吗！贪吃的鸟！那么它喜欢吃什么？ 马肉，它吃的过多了，先生，是马肉。 不会吧。地主说：哪来的马肉让他撑死呀？ 你父亲所有的马，先生。 什么？马都死了？ 是的，先生，它们工作过度劳累死了。 为什么让它们过度劳累？管家？ 驮水，先生。 为什么驮水 用来救火呀，先生。 火，什么火？ 啊，先生，是把您父亲的房子烧了的火呀。 啊，天那，房子失火了吗？究竟怎么发生的？ 我想是火把引起的火吧，先生。 什么火把？ 您母亲葬礼上的火把呀，先生。 什么？我母亲死了？！！！！ 是的，在那以后她就死了，真可怜！ 在什么以后？！！！！！！！！！ 你父亲去世以后，先生。 父亲……也死了吗…… 是的，他听到那件事之后就不行了。 什么事呀……上帝…… 您的银行破产了，您一分钱也没有了，先生，我也要离开你了，再见了，先生。 ……	3
球迷小明在深夜看了一场精彩的足球比赛转播，上数学课时便一直在打瞌睡。 这时，老师正在讲求解方程式，讲完后问大家：“这个方程好不好求?” 全班齐声回答：“好求!” 小明一下子被惊醒，说：“好球？谁踢进的？”	1
你想要什么样的画呢？画家问。 画的内容无所谓，只要是你画的就行。医生回答。 于是，画家画了一只巨大的眼睛，眼睛瞳孔的中央是医生的肖像，画的非常逼真，惟妙惟肖。 医生看了以后，叹了一口气，说：幸好我不是肛门科医生！！	3
“我给你找到一个好对象。这姑娘不过有个毛病：她有点儿斜眼。” “这没什么关系。” “另外她还有点儿跛。” “这又有什么！” “听说她已经不是处女了。” “这也无所谓。” “你怎么搞的，什么都无所谓？” “我当然无所谓！我又不娶她！”	3
前两天和同事吃饭，聊起了他的宝贝儿子， 他说刚五岁就不省心，幼儿园请家长了。 我问什么情况，他说： “那天幼儿园阿姨问小朋友们， 春天了可以看到哪些美丽的景色？” 有的说可以看见小花，有的说可以看见小草。 他的宝贝儿子和阿姨说：“可以看到黑丝。”	3
早上一男同事和一女同事吵起来了。 男的一直被女的骂，愤怒的回了句：“别侮辱我的灵魂，有能耐侮辱我的肉体！” 场面马上被镇住了。 谁料女同事默默走到他面前：“呸。。。”	2
丈夫遇到了烦恼的事，一个劲儿地抽烟。左手一支，右手一支，轮番地吸，烟盒里已经有近百个烟蒂，而且大部分还在冒烟。 妻子惊呼：“天啊！难道你找不到更有效的自杀方式了吗？”	3
问：为什么乒乓球会成为中国体育传统强项？ 答：因为中国人面对困难都善于推和挡。 问：为什么中国在田径项目上较弱？ 答：因为强手都没参赛，你看官员们带着很多钱都可以跑得很快～跳得很高。 问：为什么中国跳水队一直都很出色。 答：因为他们都是股民。 问：中国老百姓最擅长的体育项目是什么？ 答：潜水。	2
众士兵：渴……渴…… 曹操：大家再坚持一会！我曾经到过这个地方，记得附近有一座梅林，再走一会可能就到了 众士兵：噢￣￣￣￣有梅子吃呀￣￣￣噢￣￣￣ 半个时辰后曹仁：主公！探险队找到了大量的水源！ 曹操：哈哈哈哈，大家听到了吗？终于有水喝啦 众士兵：不去……一定要找到梅子……	3
我有好几个儿子，我不知道他们在哪里，过得好不好。 我承认，我是个不称职的父亲。 要不是他们发短信来叫我爸爸，说他们出事了，让我往某某账户汇钱，我都不知道我还有这么个儿子……	3
众人对耶稣说：“这个女人犯了通奸罪，按照法律应该遭乱石砸死。” 耶稣说：“好。你们中间没有罪的人可以先砸第一块石头。”众人面面相觑，各自想起自己的罪，脸上都有羞愧之色，谁也不好意思动手。 这时人群中走出一位中年妇女，拎着半截板儿砖，照准犯通奸罪的女子头上砸去。那女子头破血流，跌倒在地。 耶稣叹一口气，走到中年妇女身边，摇着头说：“您真会给我拆台，妈妈。”	3
食客微微一笑：我点菜时好像没点苍蝇！ 侍者很镇静：但是，这不必另外加钱的！	3
图书馆里发生这样一幕：一男一女，应该是情侣吧，在图书馆开门时往里冲。 女生不幸摔倒，那男生刚要回去扶起她来，只听女生大喊：“不要管我，去占座！”	3
在我们学校有一个常坑的人，他们普通话带着浓重地方语言。一天傍晚这个同学到商店里买了一双鞋子和一套尺子，回到宿舍就随手放在了铺位上。到了第二天早上，这个同学发现他买的东西不见了，于是马上跑到生管那向生管报告：生管，我地孩子和（huo )妻子被人家偷走了。刚说完，正好校长查房，听到那个同学的报告，立刻就说：谁！谁竟敢在学校里拐卖儿童和妇女！！	1
小蔡公司老总姓傅，身价几千万，一次见个大客户， 刚到会议室，小蔡热情的介绍：“陈总，这是我们公司傅总”， 结果对方经理还很好心地跟小蔡说：“小蔡，这么大的项目， 还是跟你们老总直接谈吧，你们副总可能定不了....”。 小蔡瞬间凌乱啊。。。	1
谦本生活得称心如意，看起来似乎比以前更年轻。确实，他那满头灰白头发现在居然变成了一头乌发。他的朋友们对这事议论开了。到底应归功于这新迁居的名古屋良好的气候，还是归功于最近常吃的菌类食物的营养，众说纷纭，莫衷一是。 然而，有一天，松本谦三回到住所时，偶尔发现仆人正拿着他的头发刷子刷亮他的黑皮鞋。这一看，他顿时什么都明白了。	3
一个多嘴的女孩子，爱批评到她家里来的客人，这使她母亲感到烦恼。 一天，她们知道有位先生要来，他的鼻子因遭到意外的事而被割去了。她母亲恐怕小女孩看见这位先生时会说到这事，所以叫她到面前来，说道：玛丽，史密斯先生下午来时，你必须记着：不可谈到他的鼻子，如果这样做，他便会生气，我觉得很难为情。 下午史密斯先生来到她家里；当他坐在客厅谈话的时候，这小女孩走进来，她仔细看了看史密斯先生的脸，就转身向她的母亲说道：妈妈，你吩咐我不要说到史密斯先生的鼻子，呀！他真的没有鼻子！	3
学生对老师说：“我想请我爷爷来开家长会，行吗？” 老师问道：“为什么你爸爸和妈妈不来呢？是他们没时间吗？” 学生回答说：“不，因为爷爷耳朵听不清！”	3
