question1,question2,label,category
乳腺癌转移到肺部有什么症状,乳腺癌转移到喉部丿的症状,0,breast_cancer
糖尿病视网膜病变吃什麽药,我是糖尿病该吃什么药好？,0,diabetes
高血压是否需要长期服药,高血压一定要长期吃药吗,1,hypertension
糖尿病者平时如何测血糖,糖尿病可以吃冰糖吗,0,diabetes
dtxj会感染hiv吗,会感染hiv么,0,aids
糖尿病是否无法根治,糖尿病可不可以根治呢?,1,diabetes
乳腺癌转移到肺能活多久,乳腺癌转移到肺是肺癌吗？,0,breast_cancer
办健康证还查乙肝吗如果是乙肝大三阳还,乙肝病毒携带者是不是不给办健康证啊,1,hepatitis
烟酒对高血压的影响？,高血压病经常喝啤酒会不会引起阳痿，但是,1,hypertension
乙肝疫苗第二针和第一针的药不同可以打吗,成人乙肝疫苗打第一针和第二针不是一个厂,0,hepatitis
我的糖尿病要打胰岛素吗,请问72岁老人，有糖尿病的可以做手术吗,0,diabetes
糖尿病会影响眼睛疾病吗,糖尿病病人出现视力下降怎么办？,0,diabetes
男人45岁空腹血糖14.5，请问吃什么降糖药好,糖尿病有什么危害,0,diabetes
艾滋病会引起月经失调吗,艾滋病会引起血红蛋白偏低吗,0,aids
乳腺癌肝转移怎么治疗,乳腺癌淋巴结转移应该怎么治疗,0,breast_cancer
艾滋病皮疹痛吗，痒吗有什么症状,腋窝下有小红点，有点痒，会不会是艾滋病的症状啊,0,aids
高血压在饮食方面要注意什么,高血压有什么饮食禁忌,1,hypertension
糖尿病人应该怎样补钙？,老师你好，糖尿病患者怎么补钙啊？,1,diabetes
什么是单纯收缩性高血压,单纯收缩期高血压用何药治疗好？,1,hypertension
什么是盐敏感性高血压,高血压STT改变是什么意思？要怎样治疗吗？,0,hypertension
老年人糖尿病乳酸性中毒吃什么水果好,妊娠糖尿病的概念,0,diabetes
伤口间接接触了艾滋病人的体液、血液、分泌物会被传染吗,小伤口碰到艾滋病人的血液，会传染吗,1,aids
艾滋病窗口期会出现腹泻症状吗,我想您，假如高危后感染艾滋病，多久会出现腹泻的症状,0,aids
乳腺癌脑转移怎么控制,乳腺癌脑转移怎么治,1,breast_cancer
艾滋病会传染吗,早期艾滋病会传染吗,1,aids
田医生你好高血压的病人可不可以吃鸡肉,想知道吃羊肉对高血压有影响吗,1,hypertension
糖尿病是否可以要孩子？,2型糖尿病人可以怀孕吗,1,diabetes
糖尿病眼睛出血如何治疗,糖尿病眼底出血怎么办,1,diabetes
糖尿病会传染吗?夫妻会不会传染？,糖尿病能过性生活吗会不会传染,1,diabetes
乳腺癌骨转移治疗方法,乳腺癌晚期骨转移的治疗,0,breast_cancer
补牙洗牙拔牙会得艾滋病吗,补牙会不会得艾滋病,1,aids
怎么打胰岛素,糖尿病还需要再使用胰岛素吗？,0,diabetes
我的糖尿病是否要打胰岛素,请问一下患了糖尿病是不是都要用胰岛素,1,diabetes
干细胞移植需要多少费用,请问糖尿病干细胞移植现在需要多少费用,1,diabetes
妊娠期糖尿病饮食控制,妊娠期糖尿病能吃饼干吗,1,diabetes
有糖尿病夜间睡眠不好，出汗很多怎么办,糖尿病出汗多怎么办？,1,diabetes
如果口腔有溃疡艾滋病会通过接吻传染吗,我自己口腔溃疡、对方也口腔溃疡而且携带艾滋病毒，如果我们接吻会感染吗,1,aids
有糖尿病危险吗,这个糖尿病严重吗？,1,diabetes
糖尿病病人出现尿蛋白该怎么办,糖尿病7年了，现在有点尿蛋白，应该怎么治疗好？,1,diabetes
艾滋病会通过接吻传染吗,与艾滋病人接吻会感染上吗,1,aids
糖尿病影响月经吗,为什么说中国是糖尿病大国,0,diabetes
糖尿病人脚指甲出现发黑的现象是怎么回事,老人有糖尿病打腺岛素最近脸色发黑怎么回事,1,diabetes
如何用尿测血糖,测尿糖怎样测，是早晨第一次尿液,1,diabetes
乳腺癌转移到脑部有什么症状,乳腺癌转移肺部有哪些症状,0,breast_cancer
舌头上出现白色毛毛还有小红点是艾滋病症状吗,舌头上有这种红点点是不是艾滋病的症状,1,aids
艾滋病有什么前兆吗,艾滋病前兆吗,1,aids
妊娠期糖尿病在饮食方面要怎样控制,妊娠糖尿病人可吃鸡肉吗,1,diabetes
乳腺癌转移淋巴结该如何治疗,乳腺癌转移请问该怎么治疗,0,breast_cancer
在公共浴室洗淋浴会传染艾滋病吗,用了别人的毛巾洗生殖器官会艾滋病吗,0,aids
糖尿病早上空腹8.0应该打多少胰岛素,i型糖尿病注意事项,0,diabetes
乳腺癌脑转移的患者能活多久,乳腺癌病人还能活多久,0,breast_cancer
早期乳腺癌能治愈吗,不是良性的早期乳腺癌有救吗,1,breast_cancer
乙肝患者胆红素居高不下怎么办,做乙肝检查时发现胆红素高是怎么回事,0,hepatitis
乙肝肝功能正常病毒量高要治疗吗,复方乙肝领队脂肪肝好吗,0,hepatitis
艾滋病主要通过什么途径传播,艾滋病是通过什么途径传染的,1,aids
妊娠糖尿病会遗传吗,糖尿病引起脑挭塞能治好吗,0,diabetes
男人有乙肝可以和女人生孩子吗,得过乙肝会传染给宝宝嘛,0,hepatitis
艾滋病会通过母婴传播吗,艾滋病是不是不母婴性交血液就不会传播,0,aids
艾滋病可以免费治疗吗,艾滋病可以免费治疗吗免费治疗去哪里呀,1,aids
宝宝左手注乙肝疫苗第二针是否有影响,有乙肝抗体可以打疫苗加强针吗,0,hepatitis
请问糖尿病人可吃椰枣吗？,糖尿病可以吃枣吗,1,diabetes
孕妇血糖值这样需要住院和注射胰岛素吗？,孕妇糖尿病打胰岛素好吗?以后有没依赖性?,0,diabetes
糖尿病的中医治疗法,中医能治疗糖尿病吗？,0,diabetes
中医如何治疗糖尿病？,糖尿病能吃红枣吗?,0,diabetes
乳腺炎会导致乳腺癌吗,乳腺炎会发展乳腺癌吗？,1,breast_cancer
艾滋病人的血液干涸了还会传染吗,干燥的艾滋病血液会传染吗,1,aids
糖尿病尿蛋白两个加号，怎么办,糖尿病、左肾结石、尿蛋白高应怎样治疗,1,diabetes
怎样才能降低血糖,糖尿病的餐后血糖怎样控制,1,diabetes
侵润性导管乳腺癌如何治疗,乳腺癌，侵润性导管癌，如何治疗？,1,breast_cancer
糖尿病人喝酸奶好吗,糖尿病肾病早起治疗有啥好办法,0,diabetes
糖尿病出现浮肿怎么办？,糖尿病尿频腿肿怎么办？,1,diabetes
妊娠糖尿病数值高需要复查么，平时饮食注…,妊娠期糖尿病多久可以复查血糖,1,diabetes
治疗乳腺癌切除卵巢有多大作用,乳腺癌需要切除卵巢吗?,0,breast_cancer
运动对于妊娠糖尿病的好处,糖尿病运动多久降血糖,1,diabetes
乳头痒并且痛是不是乳腺癌,乳腺癌乳头会起疙瘩吗？,0,breast_cancer
乳腺癌中期术后可以不化疗吗,乳腺癌术后必需做化疗吗,0,breast_cancer
已注射乙肝疫苗可还是没抗体到底是怎么回事,没有打过乙肝疫苗，检验有抗体正常吗,0,hepatitis
糖尿病性视网膜病变会导致青光眼吗？,长期的患有糖尿病会导致青光眼吗?,1,diabetes
糖尿病的并发症有哪些，怎么防治,为什么会得妊娠期糖尿病,0,diabetes
高血压的标准血压是多少呢,我男友的症状是不是高血压,1,hypertension
乳房有硬块是不是乳腺癌,左乳房有硬包块，是不是乳腺癌,1,breast_cancer
妊娠期糖尿病饮食护理,妊娠期糖尿病能吃草莓吗,0,diabetes
糖尿病神经痛如何治疗,2型糖尿病的治疗方法有哪些,0,diabetes
有乙肝能生小孩吗怎样预防小孩子得,是乙肝患者，孩子是否一定感染,1,hepatitis
糖尿病的中医治疗有那些方法?,糖尿病是看中医好还是西医好,0,diabetes
胰岛素,糖尿病怎么定打胰岛素的量,1,diabetes
乳腺癌需要放疗吗,乳腺癌术后一定放疗吗？,1,breast_cancer
喝红酒可引起尿糖高吗,该怎么治疗才能降低胰岛素过高?,0,diabetes
做糖尿病干细胞移植要多少费用？是否能根治,糖尿病干细胞移植需要多少钱？住院多长时间,1,diabetes
如何确诊妊娠糖尿病,孕期糖尿病标准,1,diabetes
口交感染艾滋病的几率是多少,口交吞精感染艾滋的几率有多大,1,aids
现在听说胃转流可以治疗糖尿病，是真的吗？,通过胃转流手术治疗2型糖尿病效果怎样,1,diabetes
可以打乙肝疫苗吗,老婆有乙肝我需要打疫苗吗,1,hepatitis
高血压有什么饮食禁忌,恶性高血压饮食方案有什么,0,hypertension
怎样预防脑梗塞复发有糖尿病，复发后口齿,糖尿病大血管病变有可能复发吗？如何预防复发？,1,diabetes
糖尿病引起的肾病好治吗,糖尿病肾病尿蛋白怎么治,1,diabetes
糖尿病引起的白内障改怎么治疗?,糖尿病引起的白内障应如何治疗？,1,diabetes
格列齐特缓释片有副作用吗,糖尿病可以吃格列齐特缓释片吗,1,diabetes
高血压.糖尿病肾病服用什么降压药最合适,糖尿病肾病患者首选什么降压药物？,1,diabetes
糖尿病吃什么药降血糖的效果好,糖尿病吃什么降糖药效果好,1,diabetes
糖尿病人早餐吃啥好？,糖尿病人早餐吃什么比较好？谢谢！,1,diabetes
乙肝大三阳谷丙转氨酶偏高应该怎么样治疗,乙肝携带者是不是只要谷丙转氨酶偏高就是乙肝患者啊,1,hepatitis
艾滋病主要通过什么途径传播,想知道艾滋病的传播途径是什么,1,aids
糖尿病人吃什么饮食最好,初期糖尿病人吃什么食物最好,1,diabetes
糖尿病对孕妇有什么影响？,抽烟对糖尿病有什么影响,0,diabetes
皮肤有小红疙瘩是艾滋病的症状吗,艾滋病人的皮肤是不是很喜欢起像闷头似的疙瘩有些疼,1,aids
丰胸会引发乳腺癌吗,用丰胸产品会不会导致乳腺癌？,1,breast_cancer
我想乙肝表面抗原阳性，其他全阴是怎,HBSAG乙肝病毒表面抗原阳性。HBS,1,hepatitis
怀孕期间有高血压怎么办？,临产孕妇高血压怎么办,1,hypertension
乙肝核心抗体阳性是不是乙肝病毒携带者,乙肝表面抗原、抗体、核心抗体Igm阳性要治疗,1,hepatitis
乳腺癌术后如何用药,乳腺癌术后伴骨转移应如何用药,0,breast_cancer
肛交会传染艾滋病吗,我和女友肛交完，她出了点血。会不会传染艾滋病,1,aids
糖尿病人如何保养肝脏,糖尿病怎样保护肝,1,diabetes
糖尿病酮体吃什么食品,高血压与糖尿病的饮食禁忌,1,diabetes
艾滋病窗口期会出现腹泻症状吗,艾滋病病毒感染人之后，会引起腹泻，什么,1,aids
高血压导致肢体急性瘫痪能治愈吗,我妈瘫痪了快一年了，该怎么办？谢谢,1,hypertension
我婆婆糖尿病血糖14.5请问如何治疗？,怎么样才能把糖尿病治好那！,0,diabetes
糖尿病是否可以喝咖啡,糖尿病推荐做胃转流手术吗?,0,diabetes
高血压者喝什么饮料对身体有益一点,高血压患者可以喝荷叶茶吗？,0,hypertension
带套嫖娼会不会感染艾滋病毒,带套没射出来会不会感染艾滋病呢,1,aids
这样会感染hiv吗,害怕接触感染hiv这样会吗,1,aids
2型糖尿病的治疗方案,2型糖尿病怎么治,1,diabetes
用了艾滋病人用过的自慰器成人玩具会被传染吗,成人玩具会感染艾滋病吗,1,aids
乳腺癌转移扩散还能活多久,乳腺癌治愈后还能活多久？,0,breast_cancer
得了艾滋病的人一般能活多久,艾滋病病人能活多久,1,aids
尿糖4个加号不用药会出现什么情况,糖尿病人截了脚趾但伤口不愈合怎么办？急急,0,diabetes
二型糖尿病人食谱，饮食需要注意什么,二型糖尿病平时的饮食应该注意什么？,1,diabetes
儿童糖尿病能治好吗,13岁孩子患1型糖尿病能治好吗？,1,diabetes
糖尿病的性功能障碍有办法吗,我是糖尿病患者，有性功能障碍，有办法治,1,diabetes
妊娠期糖尿病饮食方面要主意些什么？,妊娠糖尿病喝什么降血糖,0,diabetes
糖尿病肾病饮食该注意什么？,请问肾炎加高血压，加糖尿病，吃食物什么,0,diabetes
乙肝能否转阴,乙肝HBSAg能转阴吗,0,hepatitis
有糖尿病经常肚涨是什么原因,糖尿病患者肚子疼怎么回事？怎么治疗,1,diabetes
糖尿病查血糖值怎么办,糖尿病和血糖高怎么办,1,diabetes
乳腺增生会引起乳腺癌吗,请问医生乳腺增生会恶化成乳腺癌吗？,1,breast_cancer
预防艾滋病aids有没有什么好办法,预防艾滋病呢,1,aids
乙肝患者的检查项目全方面有哪些,为什么打了乙肝疫苗原来的抗体却没有了,0,hepatitis
糖尿病试纸上一个加号代表什麽,血糖高就代表是糖尿病吗,1,diabetes
糖尿病患者可以吃紧急避孕药吗,糖尿病可以喝酸奶吗,0,diabetes
怀孕392周尿蛋白2高血压130100可以顺产吗？,高血压孕妇可以顺产吗,1,hypertension
怎样治疗糖尿病引起的头晕,糖尿病人出现恶心头晕出虚汗怎么办,1,diabetes
请问高血压老人喝什么奶粉比较好？,高血脂高血压可以喝酸奶吗,1,hypertension
高血压，如何治疗,如何让治疗,0,hypertension
尿里有糖,我35岁血糖10.3算是糖尿病吗,0,diabetes
乙肝的传播途径什么,乙肝病毒主要通过哪些途径传播,1,hepatitis
糖尿病人能喝牛奶,二型糖尿病，需要吃药吗？血糖7.2糖化,0,diabetes
孕妇产前高血压怎么办,孕晚期高血压注意什么,1,hypertension
糖尿病人不适合脚部按摩器吗,糖尿病人用脚部按摩器好不好,1,diabetes
糖尿病人能做胆结石手术吗,糖尿病人吃什么能增强抵抗力,0,diabetes
胰岛素高是糖尿病的特征吗？,胰岛素高一定会得糖尿病吗,1,diabetes
乙肝有什么治疗方法吗,乙肝治疗有哪些注意事项,0,hepatitis
糖尿病人能多喝水吗,血糖、尿糖和糖耐量试验的英文缩写是什么,0,diabetes
如何形成的乳腺癌,乳腺癌是如何引发的？,1,breast_cancer
糖尿病能吃辣椒吗,糖尿病患者能吃辣椒吗,1,diabetes
坐飞机怎么带胰岛素？,如何调节糖尿病人胰岛素,0,diabetes
糖尿病会不会引起这个白内障呢？,糖尿病白内障，用什么眼药水,0,diabetes
高血压吃什么药效果较好,高血压病如何用药,1,hypertension
糖尿病能吃那些水果能吃南瓜吗,有糖尿病可以办健康证吗,0,diabetes
尿常规检查尿葡萄糖+4，是否是糖尿病,我自己测的血糖13一定是糖尿病吗,0,diabetes
进口乙肝疫苗有效期多长,注射乙肝疫苗的有效期,1,hepatitis
湖州哪里有甘舒霖胰岛素卖,打胰岛素的那种笔哪里有的卖？,1,diabetes
钞票是否会传染艾滋病,传染角膜炎会传染艾滋病吗,0,aids
糖尿病患者可以吃莲子吗,糖尿病可以吃枸杞吗,1,diabetes
乳腺癌化疗后如何升高白细胞的治,乳腺癌化疗后吃什么增加白细胞,1,breast_cancer
艾滋病会不会通过蚊子传播,蚊子体内的血液能传染艾滋病吗,1,aids
高血压购买治疗仪什么的有用吗,我患高血压，高血脂用北京正安三通激光治疗仪治疗性吗？,1,hypertension
乳腺癌术后淋巴结转移怎么办,乳腺癌转移淋巴结该如何治疗,0,breast_cancer
高血压和肾囊肿有关系吗？中医能治疗肾囊肿吗,医生，你好，高血压能吃猪肉和羊肉吗？,0,hypertension
皮肤有小红疙瘩是艾滋病的症状吗,身上起小红疙瘩艾滋病会有这样的症状吗,1,aids
